当地时间,平均气温,降水量,相对湿度,天气情况,平均风速
02.11.2020 11:00,15.4,0,49,云量发展情况没有进行观测或无法观测。 ,2
02.11.2020 08:00,11.5,0,73,云量发展情况没有进行观测或无法观测。 ,2
02.11.2020 05:00,11.9,0,68,云量发展情况没有进行观测或无法观测。 ,3
02.11.2020 02:00,12.4,0,52,云量发展情况没有进行观测或无法观测。 ,2
01.11.2020 23:00,13.4,0,50,云量发展情况没有进行观测或无法观测。 ,4
01.11.2020 20:00,15.2,0,55,云量发展情况没有进行观测或无法观测。 ,3
01.11.2020 17:00,17.1,0,42,云量发展情况没有进行观测或无法观测。 ,4
01.11.2020 14:00,17.3,0,65,霾 ,3
01.11.2020 11:00,15.6,0,71,薄雾 ,3
01.11.2020 08:00,14.6,0,73,薄雾 ,4
01.11.2020 05:00,15.6,0,75,薄雾 ,3
01.11.2020 02:00,17,0,73,云量发展情况没有进行观测或无法观测。 ,2
31.10.2020 23:00,17,0,67,小雨（不冻） ,2
31.10.2020 20:00,16.8,0,62,云量发展情况没有进行观测或无法观测。 ,2
31.10.2020 17:00,16.1,0,64,间歇性雨，不冻，在观测时较弱 ,2
31.10.2020 14:00,17,0,58,云量发展情况没有进行观测或无法观测。 ,4
31.10.2020 11:00,18.3,0,60,云量发展情况没有进行观测或无法观测。 ,5
31.10.2020 08:00,15.7,0,69,云量发展情况没有进行观测或无法观测。 ,3
31.10.2020 05:00,15.1,0,63,云量发展情况没有进行观测或无法观测。 ,2
31.10.2020 02:00,14.6,0,61,云量发展情况没有进行观测或无法观测。 ,2
30.10.2020 23:00,14.4,0,55,云量发展情况没有进行观测或无法观测。 ,2
30.10.2020 20:00,14.9,0,45,云量发展情况没有进行观测或无法观测。 ,2
30.10.2020 17:00,15.7,0,46,云量发展情况没有进行观测或无法观测。 ,2
30.10.2020 14:00,18.4,0,26,云量发展情况没有进行观测或无法观测。 ,2
30.10.2020 11:00,16.9,0,40,云量发展情况没有进行观测或无法观测。 ,3
30.10.2020 08:00,13.9,0,44,云量发展情况没有进行观测或无法观测。 ,2
30.10.2020 05:00,13.1,0,67,云量发展情况没有进行观测或无法观测。 ,2
30.10.2020 02:00,13.8,0,57,云量发展情况没有进行观测或无法观测。 ,1
29.10.2020 23:00,14.1,0,56,小雨（不冻） ,1
29.10.2020 20:00,14.9,0,54,云量发展情况没有进行观测或无法观测。 ,1
29.10.2020 17:00,15.4,0,49,云量发展情况没有进行观测或无法观测。 ,1
29.10.2020 14:00,15.8,0,48,云量发展情况没有进行观测或无法观测。 ,1
29.10.2020 11:00,14.7,0,65,云量发展情况没有进行观测或无法观测。 ,2
29.10.2020 08:00,12.7,0,69,云量发展情况没有进行观测或无法观测。 ,2
29.10.2020 05:00,11.3,0,72,云量发展情况没有进行观测或无法观测。 ,2
29.10.2020 02:00,12.3,0,68,云量发展情况没有进行观测或无法观测。 ,3
28.10.2020 23:00,13.6,0,51,云量发展情况没有进行观测或无法观测。 ,2
28.10.2020 20:00,15,0,56,云量发展情况没有进行观测或无法观测。 ,2
28.10.2020 17:00,15.6,0,51,云量发展情况没有进行观测或无法观测。 ,2
28.10.2020 14:00,17.9,0,41,云量发展情况没有进行观测或无法观测。 ,3
28.10.2020 11:00,16.8,0,36,云量发展情况没有进行观测或无法观测。 ,4
28.10.2020 08:00,13.7,0,49,云量发展情况没有进行观测或无法观测。 ,3
28.10.2020 05:00,12.9,0,52,云量发展情况没有进行观测或无法观测。 ,3
28.10.2020 02:00,14,0,54,云量发展情况没有进行观测或无法观测。 ,5
27.10.2020 23:00,15.7,0,68,云量发展情况没有进行观测或无法观测。 ,5
27.10.2020 20:00,15.9,0,67,云量发展情况没有进行观测或无法观测。 ,4
27.10.2020 17:00,19,0,56,霾 ,2
27.10.2020 14:00,19.8,0,50,霾 ,3
27.10.2020 11:00,16.7,0,67,霾 ,2
27.10.2020 08:00,14.7,0,87,薄雾 ,2
27.10.2020 05:00,14.6,0,80,薄雾 ,2
27.10.2020 02:00,14.8,0,79,薄雾 ,1
26.10.2020 23:00,16.2,0,77,云量发展情况没有进行观测或无法观测。 ,2
26.10.2020 20:00,16.8,0,75,薄雾 ,2
26.10.2020 17:00,17.4,0,68,霾 ,2
26.10.2020 14:00,19.4,0,57,云量发展情况没有进行观测或无法观测。 ,2
26.10.2020 11:00,18.8,0,55,云量发展情况没有进行观测或无法观测。 ,2
26.10.2020 08:00,15.9,0,64,霾 ,1
26.10.2020 05:00,14.3,0,73,薄雾 ,1
26.10.2020 02:00,14.8,0,66,云量发展情况没有进行观测或无法观测。 ,1
25.10.2020 23:00,15.5,0,62,云量发展情况没有进行观测或无法观测。 ,2
25.10.2020 20:00,15.8,0,59,云量发展情况没有进行观测或无法观测。 ,2
25.10.2020 17:00,16.5,0,53,云量发展情况没有进行观测或无法观测。 ,3
25.10.2020 14:00,18,0,40,云量发展情况没有进行观测或无法观测。 ,2
25.10.2020 11:00,19,0,37,云量发展情况没有进行观测或无法观测。 ,4
25.10.2020 08:00,14.1,0,61,云量发展情况没有进行观测或无法观测。 ,1
25.10.2020 05:00,12.6,0,55,云量发展情况没有进行观测或无法观测。 ,2
25.10.2020 02:00,12.7,0,51,云量发展情况没有进行观测或无法观测。 ,2
24.10.2020 23:00,13.1,0,54,云量发展情况没有进行观测或无法观测。 ,3
24.10.2020 20:00,13.5,0,54,云量发展情况没有进行观测或无法观测。 ,3
24.10.2020 17:00,14.7,0,44,云量发展情况没有进行观测或无法观测。 ,3
24.10.2020 14:00,17.2,0,25,云量发展情况没有进行观测或无法观测。 ,3
24.10.2020 11:00,13.7,0,38,云量发展情况没有进行观测或无法观测。 ,3
24.10.2020 08:00,9.4,0,67,云量发展情况没有进行观测或无法观测。 ,4
24.10.2020 05:00,8.6,0,64,云量发展情况没有进行观测或无法观测。 ,1
24.10.2020 02:00,9.8,0,53,云量发展情况没有进行观测或无法观测。 ,2
23.10.2020 23:00,9.6,0,48,云量发展情况没有进行观测或无法观测。 ,1
23.10.2020 20:00,11.1,0,45,云量发展情况没有进行观测或无法观测。 ,4
23.10.2020 17:00,13.2,0,41,云量发展情况没有进行观测或无法观测。 ,7
23.10.2020 14:00,14.9,0,41,云量发展情况没有进行观测或无法观测。 ,5
23.10.2020 11:00,13.5,0,39,云量发展情况没有进行观测或无法观测。 ,4
23.10.2020 08:00,9.8,0,57,云量发展情况没有进行观测或无法观测。 ,3
23.10.2020 05:00,9.1,0,58,云量发展情况没有进行观测或无法观测。 ,4
23.10.2020 02:00,10.2,0,54,云量发展情况没有进行观测或无法观测。 ,4
22.10.2020 23:00,11.6,0,51,云量发展情况没有进行观测或无法观测。 ,6
22.10.2020 20:00,12.9,0,42,云量发展情况没有进行观测或无法观测。 ,5
22.10.2020 17:00,15.9,0,31,云量发展情况没有进行观测或无法观测。 ,5
22.10.2020 14:00,17.5,0,34,云量发展情况没有进行观测或无法观测。 ,6
22.10.2020 11:00,15.2,0,52,云量发展情况没有进行观测或无法观测。 ,2
22.10.2020 08:00,11.4,0,55,云量发展情况没有进行观测或无法观测。 ,3
22.10.2020 05:00,12.1,0,54,云量发展情况没有进行观测或无法观测。 ,5
22.10.2020 02:00,12.5,0,50,云量发展情况没有进行观测或无法观测。 ,6
21.10.2020 23:00,13.5,0,44,云量发展情况没有进行观测或无法观测。 ,5
21.10.2020 20:00,15.2,0,42,云量发展情况没有进行观测或无法观测。 ,6
21.10.2020 17:00,17.4,0,60,霾 ,7
21.10.2020 14:00,20.9,0,45,霾 ,3
21.10.2020 11:00,20.9,0,48,云量发展情况没有进行观测或无法观测。 ,4
21.10.2020 08:00,17.2,0,68,云量发展情况没有进行观测或无法观测。 ,3
21.10.2020 05:00,17.3,0,67,云量发展情况没有进行观测或无法观测。 ,3
21.10.2020 02:00,18.2,0,64,云量发展情况没有进行观测或无法观测。 ,3
20.10.2020 23:00,18.2,0,63,云量发展情况没有进行观测或无法观测。 ,4
20.10.2020 20:00,18.1,0,60,云量发展情况没有进行观测或无法观测。 ,4
20.10.2020 17:00,18.1,0,59,云量发展情况没有进行观测或无法观测。 ,4
20.10.2020 14:00,19.3,0,55,云量发展情况没有进行观测或无法观测。 ,4
20.10.2020 11:00,19.3,0,53,云量发展情况没有进行观测或无法观测。 ,4
20.10.2020 08:00,17.3,0,65,云量发展情况没有进行观测或无法观测。 ,1
20.10.2020 05:00,15,0,66,云量发展情况没有进行观测或无法观测。 ,1
20.10.2020 02:00,16.2,0,63,云量发展情况没有进行观测或无法观测。 ,2
19.10.2020 23:00,16.9,0,63,云量发展情况没有进行观测或无法观测。 ,2
19.10.2020 20:00,16.9,0,58,云量发展情况没有进行观测或无法观测。 ,2
19.10.2020 17:00,18.4,0,47, ,2
19.10.2020 14:00,20.1,0,40,云量发展情况没有进行观测或无法观测。 ,2
19.10.2020 11:00,20.9,0,41,霾 ,2
19.10.2020 08:00,16.4,0,41,云量发展情况没有进行观测或无法观测。 ,1
19.10.2020 05:00,13.9,0,53,云量发展情况没有进行观测或无法观测。 ,2
19.10.2020 02:00,14.4,0,64,云量发展情况没有进行观测或无法观测。 ,2
18.10.2020 23:00,15.7,0,49,云量发展情况没有进行观测或无法观测。 ,2
18.10.2020 20:00,16.5,0,47,云量发展情况没有进行观测或无法观测。 ,2
18.10.2020 17:00,17.9,0,37,云量发展情况没有进行观测或无法观测。 ,3
18.10.2020 14:00,20,0,25,云量发展情况没有进行观测或无法观测。 ,2
18.10.2020 11:00,17.8,0,40,云量发展情况没有进行观测或无法观测。 ,2
18.10.2020 08:00,15.1,0,60,云量发展情况没有进行观测或无法观测。 ,1
18.10.2020 05:00,12.7,0,71,云量发展情况没有进行观测或无法观测。 ,2
18.10.2020 02:00,13.9,0,60,云量发展情况没有进行观测或无法观测。 ,1
17.10.2020 23:00,15.1,0,58,云量发展情况没有进行观测或无法观测。 ,2
17.10.2020 20:00,15.8,0,52,云量发展情况没有进行观测或无法观测。 ,2
17.10.2020 17:00,16.7,0,41,云量发展情况没有进行观测或无法观测。 ,2
17.10.2020 14:00,19.9,0,18,云量发展情况没有进行观测或无法观测。 ,3
17.10.2020 11:00,16.1,0,53,云量发展情况没有进行观测或无法观测。 ,3
17.10.2020 08:00,12.5,0,75,薄雾 ,3
17.10.2020 05:00,11.4,0,90,薄雾 ,1
17.10.2020 02:00,12.5,0,83,薄雾 ,2
16.10.2020 23:00,13.5,0,88,薄雾 ,4
16.10.2020 20:00,14.1,0,83,薄雾 ,5
16.10.2020 17:00,14.6,0,68,小雨（不冻） ,5
16.10.2020 14:00,17.8,0,68,霾 ,2
16.10.2020 11:00,16.5,0,78,薄雾 ,2
16.10.2020 08:00,15.5,0,82,薄雾 ,3
16.10.2020 05:00,15.7,0,78,云量发展情况没有进行观测或无法观测。 ,3
16.10.2020 02:00,15.7,0,79,云量发展情况没有进行观测或无法观测。 ,2
15.10.2020 23:00,15.5,0,81,云量发展情况没有进行观测或无法观测。 ,1
15.10.2020 20:00,16.7,0,64,云量发展情况没有进行观测或无法观测。 ,2
15.10.2020 17:00,17,0,60,云量发展情况没有进行观测或无法观测。 ,2
15.10.2020 14:00,17.7,0,55,云量发展情况没有进行观测或无法观测。 ,2
15.10.2020 11:00,17.7,0,57,云量发展情况没有进行观测或无法观测。 ,3
15.10.2020 08:00,15.1,0,74,云量发展情况没有进行观测或无法观测。 ,1
15.10.2020 05:00,13.6,0,75,云量发展情况没有进行观测或无法观测。 ,1
15.10.2020 02:00,12.7,0,76,云量发展情况没有进行观测或无法观测。 ,0
14.10.2020 23:00,13.2,0.2,75,云量发展情况没有进行观测或无法观测。 ,2
14.10.2020 20:00,14.2,1,70,云量发展情况没有进行观测或无法观测。 ,0
14.10.2020 17:00,14.2,2,77,云量发展情况没有进行观测或无法观测。 ,2
14.10.2020 14:00,14.6,2,76,小雨（不冻） ,3
14.10.2020 11:00,14.8,2,72,间歇性雨，不冻，在观测时较弱 ,1
14.10.2020 08:00,14.2,0.5,78,间歇性雨，不冻，在观测时较弱 ,1
14.10.2020 05:00,15.8,0,75,间歇性雨，不冻，在观测时较弱 ,5
14.10.2020 02:00,17.6,0,60,小雨（不冻） ,2
13.10.2020 23:00,18.2,0,52,云量发展情况没有进行观测或无法观测。 ,2
13.10.2020 20:00,17.7,0,52,云量发展情况没有进行观测或无法观测。 ,2
13.10.2020 17:00,18.1,0,45,云量发展情况没有进行观测或无法观测。 ,2
13.10.2020 14:00,18.8,0,39,云量发展情况没有进行观测或无法观测。 ,2
13.10.2020 11:00,19,0,33,云量发展情况没有进行观测或无法观测。 ,2
13.10.2020 08:00,15.8,0,41,云量发展情况没有进行观测或无法观测。 ,1
13.10.2020 05:00,14.8,0,53,云量发展情况没有进行观测或无法观测。 ,3
13.10.2020 02:00,14.7,0,53,云量发展情况没有进行观测或无法观测。 ,2
12.10.2020 23:00,15.5,0,50,云量发展情况没有进行观测或无法观测。 ,2
12.10.2020 20:00,16.7,0,48,云量发展情况没有进行观测或无法观测。 ,2
12.10.2020 17:00,18.2,0,42,云量发展情况没有进行观测或无法观测。 ,4
12.10.2020 14:00,19.9,0,42,云量发展情况没有进行观测或无法观测。 ,5
12.10.2020 11:00,18.2,0,44,云量发展情况没有进行观测或无法观测。 ,5
12.10.2020 08:00,16,0,73,云量发展情况没有进行观测或无法观测。 ,4
12.10.2020 05:00,16.5,0.2,79,薄雾 ,4
12.10.2020 02:00,18.1,0.2,78,薄雾 ,3
11.10.2020 23:00,18.6,0.2,76,间歇性雨，不冻，在观测时较弱 ,3
11.10.2020 20:00,19,0.2,75,间歇性雨，不冻，在观测时较弱 ,3
11.10.2020 17:00,20.1,0,70,云量发展情况没有进行观测或无法观测。 ,2
11.10.2020 14:00,20.5,0.1,70,云量发展情况没有进行观测或无法观测。 ,2
11.10.2020 11:00,21.2,0.1,67,云量发展情况没有进行观测或无法观测。 ,2
11.10.2020 08:00,18.3,0.1,78,云量发展情况没有进行观测或无法观测。 ,1
11.10.2020 05:00,17.9,0,75,云量发展情况没有进行观测或无法观测。 ,0
11.10.2020 02:00,18.3,0,67,云量发展情况没有进行观测或无法观测。 ,1
10.10.2020 23:00,18.3,0,70,云量发展情况没有进行观测或无法观测。 ,1
10.10.2020 20:00,18.5,0,70,云量发展情况没有进行观测或无法观测。 ,1
10.10.2020 17:00,19.2,0,69,云量发展情况没有进行观测或无法观测。 ,2
10.10.2020 14:00,20,0,66,云量发展情况没有进行观测或无法观测。 ,3
10.10.2020 11:00,20,0,62,云量发展情况没有进行观测或无法观测。 ,1
10.10.2020 08:00,18.4,0,70,云量发展情况没有进行观测或无法观测。 ,2
10.10.2020 05:00,15.9,0,80,云量发展情况没有进行观测或无法观测。 ,2
10.10.2020 02:00,16,0,75,云量发展情况没有进行观测或无法观测。 ,1
09.10.2020 23:00,18.3,0,66,云量发展情况没有进行观测或无法观测。 ,1
09.10.2020 20:00,18.9,0,57,云量发展情况没有进行观测或无法观测。 ,2
09.10.2020 17:00,20.2,0,46,云量发展情况没有进行观测或无法观测。 ,2
09.10.2020 14:00,22.6,0,38,云量发展情况没有进行观测或无法观测。 ,2
09.10.2020 11:00,21.2,0,51,云量发展情况没有进行观测或无法观测。 ,2
09.10.2020 08:00,17.9,0,60,云量发展情况没有进行观测或无法观测。 ,1
09.10.2020 05:00,16,0,67, ,1
09.10.2020 02:00,16.9,0,62, ,2
08.10.2020 23:00,17.9,0,55, ,2
08.10.2020 20:00,19,0,54, ,2
08.10.2020 17:00,20.2,0,44, ,3
08.10.2020 14:00,22.8,0,40, ,3
08.10.2020 11:00,22.2,0,47, ,3
08.10.2020 08:00,17.7,0,55, ,3
08.10.2020 05:00,15.5,0,61, ,2
08.10.2020 02:00,14.7,0,71, ,2
07.10.2020 23:00,15.8,0,69,云量发展情况没有进行观测或无法观测。 ,2
07.10.2020 20:00,17.4,0,60,云量发展情况没有进行观测或无法观测。 ,2
07.10.2020 17:00,19,0,56,云量发展情况没有进行观测或无法观测。 ,2
07.10.2020 14:00,20.2,0,52,云量发展情况没有进行观测或无法观测。 ,1
07.10.2020 11:00,20,0,52,云量发展情况没有进行观测或无法观测。 ,2
07.10.2020 08:00,16.7,0,47,云量发展情况没有进行观测或无法观测。 ,1
07.10.2020 05:00,15.6,0,49,云量发展情况没有进行观测或无法观测。 ,2
07.10.2020 02:00,15.8,0,50,云量发展情况没有进行观测或无法观测。 ,2
06.10.2020 23:00,16.4,0,51,云量发展情况没有进行观测或无法观测。 ,1
06.10.2020 20:00,16.4,0,50,云量发展情况没有进行观测或无法观测。 ,1
06.10.2020 17:00,17,0,49,云量发展情况没有进行观测或无法观测。 ,1
06.10.2020 14:00,18.6,0,43,云量发展情况没有进行观测或无法观测。 ,3
06.10.2020 11:00,17.2,0,50,云量发展情况没有进行观测或无法观测。 ,3
06.10.2020 08:00,13.2,0,68,云量发展情况没有进行观测或无法观测。 ,3
06.10.2020 05:00,12.6,0,68,云量发展情况没有进行观测或无法观测。 ,4
06.10.2020 02:00,13.4,0,53,云量发展情况没有进行观测或无法观测。 ,3
05.10.2020 23:00,13.9,0,51,云量发展情况没有进行观测或无法观测。 ,3
05.10.2020 20:00,15.7,0,44,云量发展情况没有进行观测或无法观测。 ,4
05.10.2020 17:00,16.8,0,40,云量发展情况没有进行观测或无法观测。 ,5
05.10.2020 14:00,17.6,0,44,云量发展情况没有进行观测或无法观测。 ,5
05.10.2020 11:00,16.8,0,46,云量发展情况没有进行观测或无法观测。 ,5
05.10.2020 08:00,12.6,0,59,云量发展情况没有进行观测或无法观测。 ,4
05.10.2020 05:00,11.6,0,55,云量发展情况没有进行观测或无法观测。 ,5
05.10.2020 02:00,12.9,0,50,云量发展情况没有进行观测或无法观测。 ,5
04.10.2020 23:00,13,0,48,云量发展情况没有进行观测或无法观测。 ,5
04.10.2020 20:00,13.3,0,50,云量发展情况没有进行观测或无法观测。 ,6
04.10.2020 17:00,14.5,0,46,云量发展情况没有进行观测或无法观测。 ,9
04.10.2020 14:00,16.2,0,41,云量发展情况没有进行观测或无法观测。 ,11
04.10.2020 11:00,16.4,0,52,云量发展情况没有进行观测或无法观测。 ,12
04.10.2020 08:00,16.1,0,69,云量发展情况没有进行观测或无法观测。 ,8
04.10.2020 05:00,16.8,0,72,云量发展情况没有进行观测或无法观测。 ,3
04.10.2020 02:00,17.4,0,68,云量发展情况没有进行观测或无法观测。 ,2
03.10.2020 23:00,18.6,0,62,云量发展情况没有进行观测或无法观测。 ,3
03.10.2020 20:00,18.7,0,59,小雨（不冻） ,1
03.10.2020 17:00,19.8,0,55,云量发展情况没有进行观测或无法观测。 ,1
03.10.2020 14:00,20.5,0,51,云量发展情况没有进行观测或无法观测。 ,3
03.10.2020 11:00,20.1,0,51,云量发展情况没有进行观测或无法观测。 ,3
03.10.2020 08:00,16.6,0,56,云量发展情况没有进行观测或无法观测。 ,2
03.10.2020 05:00,16.2,0,62,云量发展情况没有进行观测或无法观测。 ,4
03.10.2020 02:00,16.7,0,57,云量发展情况没有进行观测或无法观测。 ,4
02.10.2020 23:00,18.2,0,52,云量发展情况没有进行观测或无法观测。 ,5
02.10.2020 20:00,19,0,48,云量发展情况没有进行观测或无法观测。 ,5
02.10.2020 17:00,20.1,0,47,云量发展情况没有进行观测或无法观测。 ,6
02.10.2020 14:00,21.5,0.5,57,云量发展情况没有进行观测或无法观测。 ,5
02.10.2020 11:00,21,0.5,78,薄雾 ,4
02.10.2020 08:00,20.6,0.5,72,云量发展情况没有进行观测或无法观测。 ,3
02.10.2020 05:00,21,0.5,74,小雨（不冻） ,2
02.10.2020 02:00,22.1,0,71,云量发展情况没有进行观测或无法观测。 ,3
01.10.2020 23:00,21.6,0,72,云量发展情况没有进行观测或无法观测。 ,3
01.10.2020 20:00,21.6,0,64,云量发展情况没有进行观测或无法观测。 ,4
01.10.2020 17:00,21.9,0,61,云量发展情况没有进行观测或无法观测。 ,4
01.10.2020 14:00,23.2,0,52,云量发展情况没有进行观测或无法观测。 ,4
01.10.2020 11:00,21.9,0,59,云量发展情况没有进行观测或无法观测。 ,4
01.10.2020 08:00,19.5,0,52,云量发展情况没有进行观测或无法观测。 ,2
01.10.2020 05:00,16,0,55,云量发展情况没有进行观测或无法观测。 ,1
01.10.2020 02:00,16.7,0,53,云量发展情况没有进行观测或无法观测。 ,1
30.09.2020 23:00,17.4,0,49,云量发展情况没有进行观测或无法观测。 ,3
30.09.2020 20:00,19.6,0,45,云量发展情况没有进行观测或无法观测。 ,4
30.09.2020 17:00,22,0,34,云量发展情况没有进行观测或无法观测。 ,3
30.09.2020 14:00,22,0,41,云量发展情况没有进行观测或无法观测。 ,3
30.09.2020 11:00,19.8,0,43,云量发展情况没有进行观测或无法观测。 ,7
30.09.2020 08:00,17.2,0,53,云量发展情况没有进行观测或无法观测。 ,5
30.09.2020 05:00,16.1,0,60,云量发展情况没有进行观测或无法观测。 ,6
30.09.2020 02:00,16.7,0,71,云量发展情况没有进行观测或无法观测。 ,6
29.09.2020 23:00,18.8,0,78,云量发展情况没有进行观测或无法观测。 ,5
29.09.2020 20:00,21.7,0,65,云量发展情况没有进行观测或无法观测。 ,2
29.09.2020 17:00,24.1,0,53,云量发展情况没有进行观测或无法观测。 ,2
29.09.2020 14:00,25.2,0,49,云量发展情况没有进行观测或无法观测。 ,2
29.09.2020 11:00,22.3,0,63,云量发展情况没有进行观测或无法观测。 ,3
29.09.2020 08:00,20.3,0,74,云量发展情况没有进行观测或无法观测。 ,0
29.09.2020 05:00,19.2,0,78,云量发展情况没有进行观测或无法观测。 ,1
29.09.2020 02:00,19.6,0,77,云量发展情况没有进行观测或无法观测。 ,1
28.09.2020 23:00,20.3,0,73,云量发展情况没有进行观测或无法观测。 ,1
28.09.2020 20:00,20.9,0,72,云量发展情况没有进行观测或无法观测。 ,2
28.09.2020 17:00,21.6,0,65,云量发展情况没有进行观测或无法观测。 ,3
28.09.2020 14:00,23.5,0,62,云量发展情况没有进行观测或无法观测。 ,3
28.09.2020 11:00,24.2,0,55,云量发展情况没有进行观测或无法观测。 ,2
28.09.2020 08:00,22,0,66,云量发展情况没有进行观测或无法观测。 ,1
28.09.2020 05:00,17.6,0,83,云量发展情况没有进行观测或无法观测。 ,1
28.09.2020 02:00,19.2,0,74,云量发展情况没有进行观测或无法观测。 ,1
27.09.2020 23:00,20.4,0,68,云量发展情况没有进行观测或无法观测。 ,2
27.09.2020 20:00,20.6,0,74,云量发展情况没有进行观测或无法观测。 ,2
27.09.2020 17:00,21.9,0,67,云量发展情况没有进行观测或无法观测。 ,2
27.09.2020 14:00,23.6,0,58,云量发展情况没有进行观测或无法观测。 ,3
27.09.2020 11:00,21.5,0,69,云量发展情况没有进行观测或无法观测。 ,1
27.09.2020 08:00,22,0,64,云量发展情况没有进行观测或无法观测。 ,1
27.09.2020 05:00,18.4,0,78,云量发展情况没有进行观测或无法观测。 ,1
27.09.2020 02:00,19.4,0,75,云量发展情况没有进行观测或无法观测。 ,1
26.09.2020 23:00,21,0,67,云量发展情况没有进行观测或无法观测。 ,1
26.09.2020 20:00,21.3,0,69,云量发展情况没有进行观测或无法观测。 ,2
26.09.2020 17:00,22.4,0,66,云量发展情况没有进行观测或无法观测。 ,3
26.09.2020 14:00,23.6,0,57,云量发展情况没有进行观测或无法观测。 ,3
26.09.2020 11:00,24,0,54,云量发展情况没有进行观测或无法观测。 ,2
26.09.2020 08:00,20.6,0,68,云量发展情况没有进行观测或无法观测。 ,3
26.09.2020 05:00,18.3,0,73,云量发展情况没有进行观测或无法观测。 ,2
26.09.2020 02:00,19,0,82,云量发展情况没有进行观测或无法观测。 ,2
25.09.2020 23:00,20.1,0,81,云量发展情况没有进行观测或无法观测。 ,1
25.09.2020 20:00,21.1,0,75,云量发展情况没有进行观测或无法观测。 ,2
25.09.2020 17:00,21.6,0,72,云量发展情况没有进行观测或无法观测。 ,2
25.09.2020 14:00,23.2,0,69,云量发展情况没有进行观测或无法观测。 ,3
25.09.2020 11:00,22.5,0,71,云量发展情况没有进行观测或无法观测。 ,1
25.09.2020 08:00,20.3,0,79,云量发展情况没有进行观测或无法观测。 ,3
25.09.2020 05:00,19.4,0,83,云量发展情况没有进行观测或无法观测。 ,3
25.09.2020 02:00,20.1,0.1,83,云量发展情况没有进行观测或无法观测。 ,1
24.09.2020 23:00,20.8,0.1,76,云量发展情况没有进行观测或无法观测。 ,0
24.09.2020 20:00,20.9,0,75,云量发展情况没有进行观测或无法观测。 ,1
24.09.2020 17:00,22.1,0,68,云量发展情况没有进行观测或无法观测。 ,2
24.09.2020 14:00,23.1,0,62,云量发展情况没有进行观测或无法观测。 ,3
24.09.2020 11:00,24,0,54,云量发展情况没有进行观测或无法观测。 ,3
24.09.2020 08:00,21,0,62,云量发展情况没有进行观测或无法观测。 ,2
24.09.2020 05:00,19.5,0,74,云量发展情况没有进行观测或无法观测。 ,2
24.09.2020 02:00,19.6,0,74,云量发展情况没有进行观测或无法观测。 ,1
23.09.2020 23:00,20.9,0,68,云量发展情况没有进行观测或无法观测。 ,1
23.09.2020 20:00,21.5,0,63,云量发展情况没有进行观测或无法观测。 ,2
23.09.2020 17:00,22.2,0,66,云量发展情况没有进行观测或无法观测。 ,3
23.09.2020 14:00,23.1,0,58,云量发展情况没有进行观测或无法观测。 ,4
23.09.2020 11:00,22.9,0,61,云量发展情况没有进行观测或无法观测。 ,2
23.09.2020 08:00,21.5,0,67,云量发展情况没有进行观测或无法观测。 ,1
23.09.2020 05:00,20.3,0,67,云量发展情况没有进行观测或无法观测。 ,2
23.09.2020 02:00,20.5,0,67,云量发展情况没有进行观测或无法观测。 ,2
22.09.2020 23:00,21.1,0,67,云量发展情况没有进行观测或无法观测。 ,2
22.09.2020 20:00,21.6,0,71,云量发展情况没有进行观测或无法观测。 ,3
22.09.2020 17:00,22.5,0,70,云量发展情况没有进行观测或无法观测。 ,3
22.09.2020 14:00,24.2,0,65,云量发展情况没有进行观测或无法观测。 ,4
22.09.2020 11:00,24.4,0,62,云量发展情况没有进行观测或无法观测。 ,4
22.09.2020 08:00,23,0,69,云量发展情况没有进行观测或无法观测。 ,2
22.09.2020 05:00,19.2,0,75,云量发展情况没有进行观测或无法观测。 ,1
22.09.2020 02:00,20.2,0,70,云量发展情况没有进行观测或无法观测。 ,2
21.09.2020 23:00,21.1,0,67,云量发展情况没有进行观测或无法观测。 ,2
21.09.2020 20:00,21.7,0,68,云量发展情况没有进行观测或无法观测。 ,3
21.09.2020 17:00,22.5,0,63,云量发展情况没有进行观测或无法观测。 ,3
21.09.2020 14:00,23.9,0,66,云量发展情况没有进行观测或无法观测。 ,4
21.09.2020 11:00,23.9,0,72,云量发展情况没有进行观测或无法观测。 ,2
21.09.2020 08:00,22,0,80,云量发展情况没有进行观测或无法观测。 ,1
21.09.2020 05:00,20.2,0,84,薄雾 ,1
21.09.2020 02:00,21.4,0,84,薄雾 ,1
20.09.2020 23:00,22.7,0,80,薄雾 ,1
20.09.2020 20:00,23.7,0,78,薄雾 ,1
20.09.2020 17:00,25.1,0,68,霾 ,3
20.09.2020 14:00,28.9,0,42,云量发展情况没有进行观测或无法观测。 ,3
20.09.2020 11:00,26,0,50,云量发展情况没有进行观测或无法观测。 ,4
20.09.2020 08:00,22.9,0,63,云量发展情况没有进行观测或无法观测。 ,4
20.09.2020 05:00,21.9,0,80,薄雾 ,1
20.09.2020 02:00,22.5,0,82,薄雾 ,3
19.09.2020 23:00,23,0,61,云量发展情况没有进行观测或无法观测。 ,3
19.09.2020 20:00,23.2,0,55,云量发展情况没有进行观测或无法观测。 ,3
19.09.2020 17:00,24.3,0,43,云量发展情况没有进行观测或无法观测。 ,3
19.09.2020 14:00,25.8,0,35,云量发展情况没有进行观测或无法观测。 ,3
